0.0000 0.0000 0.0000  -0.12 -0.12 -0.06  -0.68  -0.96 10.68  -0.68 -0.96 10.68  38 60  
359.4375 -4.0000 5.1250  1.63 5.06 6.69  -0.83  -1.17 10.04  -0.83 -1.17 10.04  33 58  
359.2500 -4.1875 4.9375  6.31 3.94 8.25  -0.86  -0.10 10.64  -0.86 -0.10 10.64  28 59  
359.0000 -4.3750 4.6250  9.94 7.88 7.44  -1.13  -3.03 10.55  -1.13 -3.03 10.55  26 64  
358.8750 -4.4375 4.3125  12.63 -1.44 4.25  -1.08  -0.03 10.55  -1.08 -0.03 10.55  27 75  
358.8125 -4.3750 4.0000  7.38 0.50 1.37  -0.80  -1.93 9.87  -0.71 0.16 9.53  36 78  
358.8750 -4.1250 3.7500  8.63 -9.19 -1.31  -0.83  -0.94 10.57  -0.83 -0.94 10.57  43 82  
358.8750 -3.8750 3.4375  8.88 -5.38 -0.37  -0.68  -1.24 10.00  -0.68 -1.24 10.00  33 76  
358.9375 -3.8125 3.3125  0.88 -1.37 -1.19  -0.65  -0.77 10.26  -0.65 -0.77 10.26  28 68  
358.9375 -3.6250 3.3125  3.38 -10.06 -0.37  -0.63  -0.47 10.98  -0.63 -0.47 10.98  25 69  
358.9375 -3.0625 3.1875  -9.00 -13.50 -0.75  -0.80  -1.02 9.46  -0.49 -1.00 10.17  27 71  
359.0000 -2.5000 3.3750  -6.19 -22.12 -2.50  -1.01  -0.66 9.85  -1.01 -0.66 9.85  26 71  
359.0625 -1.9375 3.7500  -20.12 -16.50 -5.56  -0.28  -0.54 9.73  -0.28 -0.54 9.73  33 66  
359.3125 -1.3750 4.8125  -24.56 -15.75 -7.50  -0.34  -1.15 9.61  -0.34 -1.15 9.61  34 63  
359.5000 -0.8750 5.1250  -9.81 -15.13 -7.00  -0.02  -1.21 10.00  0.08 -1.16 9.93  39 63  
359.5625 -0.5625 5.4375  -9.56 -10.19 -2.94  0.11  -0.85 9.94  0.14 -0.89 9.70  36 67  
359.5625 -0.3750 5.6875  -8.63 -6.75 1.31  0.11  -1.30 9.76  0.11 -1.30 9.76  35 70  
359.5000 -0.2500 5.9375  -8.38 -4.19 1.25  0.11  -1.20 9.93  0.11 -1.20 9.93  31 72  
359.4375 0.0000 6.2500  -11.38 -10.81 0.63  0.33  -1.07 9.92  0.33 -1.07 9.92  36 76  
359.3750 0.7500 6.8125  -13.69 -20.81 2.06  0.51  -1.49 9.84  0.37 -1.55 10.14  35 79  
359.2500 1.3125 7.3125  -18.75 -20.87 2.81  0.03  -1.54 10.23  0.03 -1.54 10.23  41 83  
359.1250 2.0000 7.8750  -19.94 -20.56 1.50  0.23  -1.55 9.90  0.23 -1.55 9.90  44 86  
359.1250 2.4375 8.4375  -18.87 -12.75 1.31  0.45  -1.80 10.12  0.45 -1.80 10.12  46 89  
359.0000 2.6250 9.0625  -23.25 -6.56 4.75  0.69  -1.99 10.03  0.69 -1.99 10.03  49 98  
358.7500 2.9375 10.1250  -26.44 -9.25 7.19  0.39  -2.27 9.53  0.39 -2.27 9.53  52 98  
358.5625 3.1875 10.8750  -25.75 -8.75 3.69  0.28  -2.71 9.63  0.28 -2.71 9.63  58 103  
358.5000 3.3750 11.6250  -26.81 -6.63 2.00  0.61  -2.15 10.08  0.61 -2.15 10.08  62 106  
358.3750 3.6875 12.8125  -31.37 -11.38 4.13  0.60  -2.50 9.73  0.60 -2.50 9.73  65 111  
358.1875 3.8125 13.7500  -31.06 -7.19 5.31  0.42  -2.78 9.44  0.52 -2.91 9.16  68 117  
358.0625 3.6875 14.5625  -26.62 3.00 7.25  0.68  -2.85 9.22  0.68 -2.85 9.22  75 120  
357.7500 3.4375 15.2500  -23.87 7.44 11.63  0.59  -2.74 9.15  0.59 -2.74 9.15  78 121  
357.4375 3.2500 15.9375  -19.94 2.25 14.19  0.47  -2.82 9.16  0.47 -2.82 9.16  79 123  
357.0000 3.1250 16.4375  -15.06 -1.63 14.13  0.33  -3.13 9.48  0.33 -3.13 9.48  83 127  
356.5000 3.0625 17.1250  -16.69 -4.00 13.81  0.47  -2.67 9.28  0.47 -2.67 9.28  85 127  
356.0625 2.8750 17.6875  -18.44 0.63 16.31  0.55  -3.05 9.24  0.55 -3.05 9.24  85 131  
355.5625 2.8125 18.1875  -16.44 -3.25 17.81  0.71  -3.10 8.98  0.71 -3.10 8.98  90 133  
354.8125 2.4375 18.8125  -14.81 5.75 20.75  0.94  -3.28 8.88  0.94 -3.28 8.88  89 135  
354.3125 2.0000 19.1250  -13.13 14.50 28.00  0.76  -3.21 8.99  0.76 -3.21 8.99  88 136  
353.1250 1.0625 19.5000  -6.88 15.81 35.06  0.46  -3.57 9.48  0.46 -3.57 9.48  94 135  
352.0625 0.0625 19.6250  -4.38 23.75 42.94  0.26  -3.59 9.41  0.26 -3.59 9.41  92 136  
350.8750 -1.1875 19.7500  -3.56 35.75 46.44  -0.13  -3.37 9.73  -0.13 -3.37 9.73  91 135  
349.3125 -2.9375 19.8125  -3.25 30.56 46.94  -0.26  -3.10 9.24  -0.33 -3.26 9.39  90 135  
348.0625 -3.8750 19.7500  -0.37 16.25 45.25  -0.65  -3.39 9.40  -0.65 -3.39 9.40  91 133  
346.8750 -4.6250 19.6250  1.00 9.69 43.31  -1.10  -3.36 9.97  -1.10 -3.36 9.97  93 133  
345.5625 -5.1250 19.5000  -1.12 2.56 44.25  -1.07  -3.18 9.73  -1.07 -3.18 9.73  91 135  
343.9375 -5.6875 19.4375  -1.56 -0.31 41.44  -1.39  -3.40 9.19  -1.39 -3.40 9.19  94 137  
343.2500 -5.7500 19.3125  2.00 -8.88 34.56  -0.96  -3.46 9.35  -0.96 -3.46 9.35  98 137  
342.1250 -6.1250 19.0000  6.00 1.44 26.75  -1.12  -3.23 9.64  -1.12 -3.23 9.64  92 141  
341.4375 -6.3750 18.7500  6.50 6.31 24.06  -0.89  -3.32 9.61  -0.89 -3.32 9.61  95 142  
340.8125 -7.1250 18.5625  3.63 23.75 26.06  -0.67  -3.10 8.96  -0.67 -3.10 8.96  98 144  
339.8125 -8.4375 18.3125  3.19 25.62 31.12  -0.81  -3.06 8.78  -1.04 -2.85 8.96  96 142  
338.9375 -9.0625 18.0000  5.69 11.69 32.81  -1.52  -2.82 9.33  -1.52 -2.82 9.33  95 141  
338.0625 -9.1875 17.6250  8.69 -0.12 30.44  -1.18  -3.09 9.72  -1.18 -3.09 9.72  92 140  
337.2500 -9.9375 17.3125  5.63 23.44 30.94  -1.41  -3.00 9.37  -1.41 -3.00 9.37  92 138  
336.5000 -10.9375 17.0000  9.06 29.12 31.37  -1.75  -2.91 9.41  -1.75 -2.91 9.41  90 139  
335.5000 -12.0000 16.3125  13.00 17.75 30.00  -1.96  -3.17 9.66  -2.06 -2.90 9.83  90 139  
334.7500 -12.7500 15.9375  7.13 17.44 28.50  -2.11  -2.71 9.65  -2.11 -2.71 9.65  88 135  
334.0000 -13.3750 15.6250  2.81 12.88 30.69  -2.02  -2.65 9.51  -2.02 -2.65 9.51  87 135  
332.7500 -13.9375 15.3125  1.19 5.56 33.38  -2.33  -2.43 9.62  -2.33 -2.43 9.62  87 138  
331.8125 -14.1875 15.1250  -1.75 -1.12 32.13  -2.63  -2.62 9.85  -2.79 -2.58 9.70  87 137  
331.0000 -14.7500 15.1875  -8.75 13.00 28.56  -2.78  -2.62 9.27  -2.78 -2.64 9.27  84 140  
330.2500 -15.3750 15.2500  -8.19 17.19 26.12  -2.76  -2.55 9.58  -2.76 -2.55 9.58  86 142  
329.5625 -15.8750 15.3125  -8.06 7.25 24.56  -3.16  -2.77 9.38  -3.16 -2.77 9.38  82 139  
328.8750 -15.9375 15.4375  -9.00 -7.00 17.81  -2.99  -2.96 9.32  -2.99 -2.96 9.32  85 141  
328.2500 -16.1250 15.5625  -8.06 3.19 15.44  -2.77  -3.01 8.94  -2.77 -3.01 8.94  84 141  
327.8125 -16.4375 15.4375  1.25 5.56 15.25  -2.92  -3.11 8.59  -2.92 -3.11 8.59  85 138  
327.5000 -16.6875 15.1250  11.75 5.13 11.56  -2.58  -3.37 8.73  -2.58 -3.37 8.73  80 137  
327.3125 -16.7500 14.3750  18.50 -2.25 7.50  -2.71  -2.95 9.47  -2.71 -2.95 9.47  84 134  
327.1875 -16.7500 13.8125  16.56 -0.81 5.38  -2.79  -2.82 9.67  -2.79 -2.82 9.67  80 134  
327.0000 -16.7500 13.5000  10.19 -3.00 6.63  -2.51  -2.40 9.89  -2.51 -2.40 9.89  78 133  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  76 134  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  77 132  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  79 132  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  78 132  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  77 128  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  75 127  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  75 128  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  74 124  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  70 125  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  70 121  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  66 125  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  69 122  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  71 123  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  66 123  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  69 121  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  72 122  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  71 124  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  72 123  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  72 125  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  77 123  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  74 120  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  73 116  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  73 115  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  74 119  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  74 119  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  75 117  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  76 118  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  77 115  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  76 114  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  76 113  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  72 115  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  76 114  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  79 115  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  74 115  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  74 114  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  73 115  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  70 114  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  70 110  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  64 112  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  63 111  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  66 113  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  63 109  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  63 108  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  59 110  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  61 110  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  65 110  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  64 113  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  65 112  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  67 112  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  65 111  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  63 110  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  66 112  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  62 111  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  64 111  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  61 111  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  66 110  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  64 111  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  62 109  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  63 109  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  64 111  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  63 107  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  62 109  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  62 108  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  59 107  
-0.0625 -0.0625 -0.0625  -0.06 -0.06 -0.06  -0.01  -0.01 -0.01  -0.01 -0.01 -0.01  61 107  
